0.001	480	seq_l480_e0.001_n1	wfa-ultralow	38930.0	time_ns
0.001	480	seq_l480_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	480	seq_l480_e0.001_n1	wfa-high	23960.0	time_ns
0.001	480	seq_l480_e0.001_n1	wfa-high	2420	memory_kb
0.001	490	seq_l490_e0.001_n1	wfa-ultralow	37060.0	time_ns
0.001	490	seq_l490_e0.001_n1	wfa-ultralow	2480	memory_kb
0.001	490	seq_l490_e0.001_n1	wfa-high	22620.0	time_ns
0.001	490	seq_l490_e0.001_n1	wfa-high	2456	memory_kb
0.001	500	seq_l500_e0.001_n1	wfa-ultralow	39050.0	time_ns
0.001	500	seq_l500_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	500	seq_l500_e0.001_n1	wfa-high	22540.0	time_ns
0.001	500	seq_l500_e0.001_n1	wfa-high	2476	memory_kb
0.001	510	seq_l510_e0.001_n1	wfa-ultralow	36500.0	time_ns
0.001	510	seq_l510_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	510	seq_l510_e0.001_n1	wfa-high	23190.0	time_ns
0.001	510	seq_l510_e0.001_n1	wfa-high	2344	memory_kb
0.001	520	seq_l520_e0.001_n1	wfa-ultralow	28630.0	time_ns
0.001	520	seq_l520_e0.001_n1	wfa-ultralow	2540	memory_kb
0.001	520	seq_l520_e0.001_n1	wfa-high	22300.0	time_ns
0.001	520	seq_l520_e0.001_n1	wfa-high	2348	memory_kb
0.001	530	seq_l530_e0.001_n1	wfa-ultralow	288280.0	time_ns
0.001	530	seq_l530_e0.001_n1	wfa-ultralow	4456	memory_kb
0.001	530	seq_l530_e0.001_n1	wfa-high	22430.0	time_ns
0.001	530	seq_l530_e0.001_n1	wfa-high	2380	memory_kb
0.001	540	seq_l540_e0.001_n1	wfa-ultralow	39960.0	time_ns
0.001	540	seq_l540_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	540	seq_l540_e0.001_n1	wfa-high	22140.0	time_ns
0.001	540	seq_l540_e0.001_n1	wfa-high	2420	memory_kb
0.001	550	seq_l550_e0.001_n1	wfa-ultralow	26940.0	time_ns
0.001	550	seq_l550_e0.001_n1	wfa-ultralow	2412	memory_kb
0.001	550	seq_l550_e0.001_n1	wfa-high	16030.000000000002	time_ns
0.001	550	seq_l550_e0.001_n1	wfa-high	2472	memory_kb
0.001	560	seq_l560_e0.001_n1	wfa-ultralow	29590.0	time_ns
0.001	560	seq_l560_e0.001_n1	wfa-ultralow	2412	memory_kb
0.001	560	seq_l560_e0.001_n1	wfa-high	13450.0	time_ns
0.001	560	seq_l560_e0.001_n1	wfa-high	4176	memory_kb
0.001	570	seq_l570_e0.001_n1	wfa-ultralow	39310.0	time_ns
0.001	570	seq_l570_e0.001_n1	wfa-ultralow	2616	memory_kb
0.001	570	seq_l570_e0.001_n1	wfa-high	25000.0	time_ns
0.001	570	seq_l570_e0.001_n1	wfa-high	2364	memory_kb
0.001	580	seq_l580_e0.001_n1	wfa-ultralow	24940.0	time_ns
0.001	580	seq_l580_e0.001_n1	wfa-ultralow	2388	memory_kb
0.001	580	seq_l580_e0.001_n1	wfa-high	16410.0	time_ns
0.001	580	seq_l580_e0.001_n1	wfa-high	2384	memory_kb
0.001	590	seq_l590_e0.001_n1	wfa-ultralow	25360.0	time_ns
0.001	590	seq_l590_e0.001_n1	wfa-ultralow	2456	memory_kb
0.001	590	seq_l590_e0.001_n1	wfa-high	17160.0	time_ns
0.001	590	seq_l590_e0.001_n1	wfa-high	2348	memory_kb
0.001	600	seq_l600_e0.001_n1	wfa-ultralow	40980.0	time_ns
0.001	600	seq_l600_e0.001_n1	wfa-ultralow	2424	memory_kb
0.001	600	seq_l600_e0.001_n1	wfa-high	27920.0	time_ns
0.001	600	seq_l600_e0.001_n1	wfa-high	2376	memory_kb
0.001	610	seq_l610_e0.001_n1	wfa-ultralow	24790.0	time_ns
0.001	610	seq_l610_e0.001_n1	wfa-ultralow	2388	memory_kb
0.001	610	seq_l610_e0.001_n1	wfa-high	17130.0	time_ns
0.001	610	seq_l610_e0.001_n1	wfa-high	2428	memory_kb
0.001	620	seq_l620_e0.001_n1	wfa-ultralow	38150.0	time_ns
0.001	620	seq_l620_e0.001_n1	wfa-ultralow	2480	memory_kb
0.001	620	seq_l620_e0.001_n1	wfa-high	23040.0	time_ns
0.001	620	seq_l620_e0.001_n1	wfa-high	2384	memory_kb
0.001	630	seq_l630_e0.001_n1	wfa-ultralow	26100.0	time_ns
0.001	630	seq_l630_e0.001_n1	wfa-ultralow	2456	memory_kb
0.001	630	seq_l630_e0.001_n1	wfa-high	18550.0	time_ns
0.001	630	seq_l630_e0.001_n1	wfa-high	2456	memory_kb
0.001	640	seq_l640_e0.001_n1	wfa-ultralow	40700.0	time_ns
0.001	640	seq_l640_e0.001_n1	wfa-ultralow	2480	memory_kb
0.001	640	seq_l640_e0.001_n1	wfa-high	22780.0	time_ns
0.001	640	seq_l640_e0.001_n1	wfa-high	2340	memory_kb
0.001	650	seq_l650_e0.001_n1	wfa-ultralow	34700.0	time_ns
0.001	650	seq_l650_e0.001_n1	wfa-ultralow	4496	memory_kb
0.001	650	seq_l650_e0.001_n1	wfa-high	21670.0	time_ns
0.001	650	seq_l650_e0.001_n1	wfa-high	2416	memory_kb
0.001	660	seq_l660_e0.001_n1	wfa-ultralow	38070.0	time_ns
0.001	660	seq_l660_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	660	seq_l660_e0.001_n1	wfa-high	20480.0	time_ns
0.001	660	seq_l660_e0.001_n1	wfa-high	2348	memory_kb
0.001	670	seq_l670_e0.001_n1	wfa-ultralow	38060.0	time_ns
0.001	670	seq_l670_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	670	seq_l670_e0.001_n1	wfa-high	20850.0	time_ns
0.001	670	seq_l670_e0.001_n1	wfa-high	2344	memory_kb
0.001	680	seq_l680_e0.001_n1	wfa-ultralow	23940.0	time_ns
0.001	680	seq_l680_e0.001_n1	wfa-ultralow	2516	memory_kb
0.001	680	seq_l680_e0.001_n1	wfa-high	28500.0	time_ns
0.001	680	seq_l680_e0.001_n1	wfa-high	2432	memory_kb
0.001	690	seq_l690_e0.001_n1	wfa-ultralow	27610.0	time_ns
0.001	690	seq_l690_e0.001_n1	wfa-ultralow	2380	memory_kb
0.001	690	seq_l690_e0.001_n1	wfa-high	17140.0	time_ns
0.001	690	seq_l690_e0.001_n1	wfa-high	2348	memory_kb
0.001	700	seq_l700_e0.001_n1	wfa-ultralow	38380.0	time_ns
0.001	700	seq_l700_e0.001_n1	wfa-ultralow	2428	memory_kb
0.001	700	seq_l700_e0.001_n1	wfa-high	22410.0	time_ns
0.001	700	seq_l700_e0.001_n1	wfa-high	2348	memory_kb
0.001	710	seq_l710_e0.001_n1	wfa-ultralow	25190.0	time_ns
0.001	710	seq_l710_e0.001_n1	wfa-ultralow	6556	memory_kb
0.001	710	seq_l710_e0.001_n1	wfa-high	29090.0	time_ns
0.001	710	seq_l710_e0.001_n1	wfa-high	2420	memory_kb
0.001	720	seq_l720_e0.001_n1	wfa-ultralow	39220.0	time_ns
0.001	720	seq_l720_e0.001_n1	wfa-ultralow	2432	memory_kb
0.001	720	seq_l720_e0.001_n1	wfa-high	21160.0	time_ns
0.001	720	seq_l720_e0.001_n1	wfa-high	2428	memory_kb
0.001	730	seq_l730_e0.001_n1	wfa-ultralow	41020.0	time_ns
0.001	730	seq_l730_e0.001_n1	wfa-ultralow	2488	memory_kb
0.001	730	seq_l730_e0.001_n1	wfa-high	20750.0	time_ns
0.001	730	seq_l730_e0.001_n1	wfa-high	2376	memory_kb
0.001	740	seq_l740_e0.001_n1	wfa-ultralow	39300.0	time_ns
0.001	740	seq_l740_e0.001_n1	wfa-ultralow	2412	memory_kb
0.001	740	seq_l740_e0.001_n1	wfa-high	22400.0	time_ns
0.001	740	seq_l740_e0.001_n1	wfa-high	2376	memory_kb
0.001	750	seq_l750_e0.001_n1	wfa-ultralow	38930.0	time_ns
0.001	750	seq_l750_e0.001_n1	wfa-ultralow	2464	memory_kb
0.001	750	seq_l750_e0.001_n1	wfa-high	17650.0	time_ns
0.001	750	seq_l750_e0.001_n1	wfa-high	4284	memory_kb
0.001	760	seq_l760_e0.001_n1	wfa-ultralow	30340.0	time_ns
0.001	760	seq_l760_e0.001_n1	wfa-ultralow	2416	memory_kb
0.001	760	seq_l760_e0.001_n1	wfa-high	12710.0	time_ns
0.001	760	seq_l760_e0.001_n1	wfa-high	4228	memory_kb
0.001	770	seq_l770_e0.001_n1	wfa-ultralow	300740.0	time_ns
0.001	770	seq_l770_e0.001_n1	wfa-ultralow	4452	memory_kb
0.001	770	seq_l770_e0.001_n1	wfa-high	19040.0	time_ns
0.001	770	seq_l770_e0.001_n1	wfa-high	2364	memory_kb
0.001	780	seq_l780_e0.001_n1	wfa-ultralow	40700.0	time_ns
0.001	780	seq_l780_e0.001_n1	wfa-ultralow	2484	memory_kb
0.001	780	seq_l780_e0.001_n1	wfa-high	23030.0	time_ns
0.001	780	seq_l780_e0.001_n1	wfa-high	2476	memory_kb
0.001	790	seq_l790_e0.001_n1	wfa-ultralow	25540.0	time_ns
0.001	790	seq_l790_e0.001_n1	wfa-ultralow	2520	memory_kb
0.001	790	seq_l790_e0.001_n1	wfa-high	27720.0	time_ns
0.001	790	seq_l790_e0.001_n1	wfa-high	2456	memory_kb
0.001	800	seq_l800_e0.001_n1	wfa-ultralow	39030.0	time_ns
0.001	800	seq_l800_e0.001_n1	wfa-ultralow	2420	memory_kb
0.001	800	seq_l800_e0.001_n1	wfa-high	18890.0	time_ns
0.001	800	seq_l800_e0.001_n1	wfa-high	4184	memory_kb
0.001	810	seq_l810_e0.001_n1	wfa-ultralow	25340.0	time_ns
0.001	810	seq_l810_e0.001_n1	wfa-ultralow	2464	memory_kb
0.001	810	seq_l810_e0.001_n1	wfa-high	22310.0	time_ns
0.001	810	seq_l810_e0.001_n1	wfa-high	2424	memory_kb
0.001	820	seq_l820_e0.001_n1	wfa-ultralow	38860.0	time_ns
0.001	820	seq_l820_e0.001_n1	wfa-ultralow	2456	memory_kb
0.001	820	seq_l820_e0.001_n1	wfa-high	23590.0	time_ns
0.001	820	seq_l820_e0.001_n1	wfa-high	2460	memory_kb
0.001	830	seq_l830_e0.001_n1	wfa-ultralow	39240.0	time_ns
0.001	830	seq_l830_e0.001_n1	wfa-ultralow	2412	memory_kb
0.001	830	seq_l830_e0.001_n1	wfa-high	24760.0	time_ns
0.001	830	seq_l830_e0.001_n1	wfa-high	2400	memory_kb
0.001	840	seq_l840_e0.001_n1	wfa-ultralow	39450.0	time_ns
0.001	840	seq_l840_e0.001_n1	wfa-ultralow	2504	memory_kb
0.001	840	seq_l840_e0.001_n1	wfa-high	25240.0	time_ns
0.001	840	seq_l840_e0.001_n1	wfa-high	2436	memory_kb
0.001	850	seq_l850_e0.001_n1	wfa-ultralow	39890.0	time_ns
0.001	850	seq_l850_e0.001_n1	wfa-ultralow	2548	memory_kb
0.001	850	seq_l850_e0.001_n1	wfa-high	25800.0	time_ns
0.001	850	seq_l850_e0.001_n1	wfa-high	2344	memory_kb
0.001	860	seq_l860_e0.001_n1	wfa-ultralow	41010.0	time_ns
0.001	860	seq_l860_e0.001_n1	wfa-ultralow	2528	memory_kb
0.001	860	seq_l860_e0.001_n1	wfa-high	23660.0	time_ns
0.001	860	seq_l860_e0.001_n1	wfa-high	2456	memory_kb
0.001	870	seq_l870_e0.001_n1	wfa-ultralow	31120.0	time_ns
0.001	870	seq_l870_e0.001_n1	wfa-ultralow	4488	memory_kb
0.001	870	seq_l870_e0.001_n1	wfa-high	24160.0	time_ns
0.001	870	seq_l870_e0.001_n1	wfa-high	2480	memory_kb
0.001	880	seq_l880_e0.001_n1	wfa-ultralow	46710.0	time_ns
0.001	880	seq_l880_e0.001_n1	wfa-ultralow	2416	memory_kb
0.001	880	seq_l880_e0.001_n1	wfa-high	29060.0	time_ns
0.001	880	seq_l880_e0.001_n1	wfa-high	2340	memory_kb
0.001	890	seq_l890_e0.001_n1	wfa-ultralow	39520.0	time_ns
0.001	890	seq_l890_e0.001_n1	wfa-ultralow	2424	memory_kb
0.001	890	seq_l890_e0.001_n1	wfa-high	24520.0	time_ns
0.001	890	seq_l890_e0.001_n1	wfa-high	2424	memory_kb
0.001	900	seq_l900_e0.001_n1	wfa-ultralow	43930.0	time_ns
0.001	900	seq_l900_e0.001_n1	wfa-ultralow	2412	memory_kb
0.001	900	seq_l900_e0.001_n1	wfa-high	22130.0	time_ns
0.001	900	seq_l900_e0.001_n1	wfa-high	2436	memory_kb
0.001	910	seq_l910_e0.001_n1	wfa-ultralow	26290.0	time_ns
0.001	910	seq_l910_e0.001_n1	wfa-ultralow	6552	memory_kb
0.001	910	seq_l910_e0.001_n1	wfa-high	23230.0	time_ns
0.001	910	seq_l910_e0.001_n1	wfa-high	2368	memory_kb
0.001	920	seq_l920_e0.001_n1	wfa-ultralow	38680.0	time_ns
0.001	920	seq_l920_e0.001_n1	wfa-ultralow	2412	memory_kb
0.001	920	seq_l920_e0.001_n1	wfa-high	23790.0	time_ns
0.001	920	seq_l920_e0.001_n1	wfa-high	2480	memory_kb
0.001	930	seq_l930_e0.001_n1	wfa-ultralow	32220.0	time_ns
0.001	930	seq_l930_e0.001_n1	wfa-ultralow	2432	memory_kb
0.001	930	seq_l930_e0.001_n1	wfa-high	23540.0	time_ns
0.001	930	seq_l930_e0.001_n1	wfa-high	2436	memory_kb
0.001	940	seq_l940_e0.001_n1	wfa-ultralow	32150.0	time_ns
0.001	940	seq_l940_e0.001_n1	wfa-ultralow	4544	memory_kb
0.001	940	seq_l940_e0.001_n1	wfa-high	25450.0	time_ns
0.001	940	seq_l940_e0.001_n1	wfa-high	2436	memory_kb
0.001	950	seq_l950_e0.001_n1	wfa-ultralow	26110.0	time_ns
0.001	950	seq_l950_e0.001_n1	wfa-ultralow	2504	memory_kb
0.001	950	seq_l950_e0.001_n1	wfa-high	20710.0	time_ns
0.001	950	seq_l950_e0.001_n1	wfa-high	2424	memory_kb
0.001	960	seq_l960_e0.001_n1	wfa-ultralow	43080.0	time_ns
0.001	960	seq_l960_e0.001_n1	wfa-ultralow	2444	memory_kb
0.001	960	seq_l960_e0.001_n1	wfa-high	21940.0	time_ns
0.001	960	seq_l960_e0.001_n1	wfa-high	2432	memory_kb
0.001	970	seq_l970_e0.001_n1	wfa-ultralow	37870.0	time_ns
0.001	970	seq_l970_e0.001_n1	wfa-ultralow	2488	memory_kb
0.001	970	seq_l970_e0.001_n1	wfa-high	26260.0	time_ns
0.001	970	seq_l970_e0.001_n1	wfa-high	2460	memory_kb
0.001	980	seq_l980_e0.001_n1	wfa-ultralow	38420.0	time_ns
0.001	980	seq_l980_e0.001_n1	wfa-ultralow	2488	memory_kb
0.001	980	seq_l980_e0.001_n1	wfa-high	23840.0	time_ns
0.001	980	seq_l980_e0.001_n1	wfa-high	2344	memory_kb
0.001	990	seq_l990_e0.001_n1	wfa-ultralow	39570.0	time_ns
0.001	990	seq_l990_e0.001_n1	wfa-ultralow	2452	memory_kb
0.001	990	seq_l990_e0.001_n1	wfa-high	22690.0	time_ns
0.001	990	seq_l990_e0.001_n1	wfa-high	2384	memory_kb
0.001	1000	seq_l1000_e0.001_n1	wfa-ultralow	47080.0	time_ns
0.001	1000	seq_l1000_e0.001_n1	wfa-ultralow	2424	memory_kb
0.001	1000	seq_l1000_e0.001_n1	wfa-high	35750.0	time_ns
0.001	1000	seq_l1000_e0.001_n1	wfa-high	2380	memory_kb
0.001	1010	seq_l1010_e0.001_n1	wfa-ultralow	75050.0	time_ns
0.001	1010	seq_l1010_e0.001_n1	wfa-ultralow	2548	memory_kb
0.001	1010	seq_l1010_e0.001_n1	wfa-high	45270.0	time_ns
0.001	1010	seq_l1010_e0.001_n1	wfa-high	2400	memory_kb
0.001	1020	seq_l1020_e0.001_n1	wfa-ultralow	57990.0	time_ns
0.001	1020	seq_l1020_e0.001_n1	wfa-ultralow	2480	memory_kb
0.001	1020	seq_l1020_e0.001_n1	wfa-high	50240.0	time_ns
0.001	1020	seq_l1020_e0.001_n1	wfa-high	2560	memory_kb
0.001	1030	seq_l1030_e0.001_n1	wfa-ultralow	299620.0	time_ns
0.001	1030	seq_l1030_e0.001_n1	wfa-ultralow	4532	memory_kb
0.001	1030	seq_l1030_e0.001_n1	wfa-high	35800.0	time_ns
0.001	1030	seq_l1030_e0.001_n1	wfa-high	2480	memory_kb
0.001	1040	seq_l1040_e0.001_n1	wfa-ultralow	75050.0	time_ns
0.001	1040	seq_l1040_e0.001_n1	wfa-ultralow	2604	memory_kb
0.001	1040	seq_l1040_e0.001_n1	wfa-high	47360.0	time_ns
0.001	1040	seq_l1040_e0.001_n1	wfa-high	2364	memory_kb
0.001	1050	seq_l1050_e0.001_n1	wfa-ultralow	72930.0	time_ns
0.001	1050	seq_l1050_e0.001_n1	wfa-ultralow	2688	memory_kb
0.001	1050	seq_l1050_e0.001_n1	wfa-high	38760.0	time_ns
0.001	1050	seq_l1050_e0.001_n1	wfa-high	2424	memory_kb
0.001	1060	seq_l1060_e0.001_n1	wfa-ultralow	68290.0	time_ns
0.001	1060	seq_l1060_e0.001_n1	wfa-ultralow	2604	memory_kb
0.001	1060	seq_l1060_e0.001_n1	wfa-high	40500.0	time_ns
0.001	1060	seq_l1060_e0.001_n1	wfa-high	2476	memory_kb
0.001	1070	seq_l1070_e0.001_n1	wfa-ultralow	47040.0	time_ns
0.001	1070	seq_l1070_e0.001_n1	wfa-ultralow	2428	memory_kb
0.001	1070	seq_l1070_e0.001_n1	wfa-high	27690.0	time_ns
0.001	1070	seq_l1070_e0.001_n1	wfa-high	2352	memory_kb
0.001	1080	seq_l1080_e0.001_n1	wfa-ultralow	76220.0	time_ns
0.001	1080	seq_l1080_e0.001_n1	wfa-ultralow	2476	memory_kb
0.001	1080	seq_l1080_e0.001_n1	wfa-high	39220.0	time_ns
0.001	1080	seq_l1080_e0.001_n1	wfa-high	2480	memory_kb
0.001	1090	seq_l1090_e0.001_n1	wfa-ultralow	74860.0	time_ns
0.001	1090	seq_l1090_e0.001_n1	wfa-ultralow	2536	memory_kb
0.001	1090	seq_l1090_e0.001_n1	wfa-high	233740.0	time_ns
0.001	1090	seq_l1090_e0.001_n1	wfa-high	4184	memory_kb
0.001	1100	seq_l1100_e0.001_n1	wfa-ultralow	72280.0	time_ns
0.001	1100	seq_l1100_e0.001_n1	wfa-ultralow	2516	memory_kb
0.001	1100	seq_l1100_e0.001_n1	wfa-high	220570.0	time_ns
0.001	1100	seq_l1100_e0.001_n1	wfa-high	4176	memory_kb
0.001	1110	seq_l1110_e0.001_n1	wfa-ultralow	48900.0	time_ns
0.001	1110	seq_l1110_e0.001_n1	wfa-ultralow	2540	memory_kb
0.001	1110	seq_l1110_e0.001_n1	wfa-high	27630.0	time_ns
0.001	1110	seq_l1110_e0.001_n1	wfa-high	2340	memory_kb
0.001	1120	seq_l1120_e0.001_n1	wfa-ultralow	70100.0	time_ns
0.001	1120	seq_l1120_e0.001_n1	wfa-ultralow	2468	memory_kb
0.001	1120	seq_l1120_e0.001_n1	wfa-high	36280.0	time_ns
0.001	1120	seq_l1120_e0.001_n1	wfa-high	2420	memory_kb
0.001	1130	seq_l1130_e0.001_n1	wfa-ultralow	75610.0	time_ns
0.001	1130	seq_l1130_e0.001_n1	wfa-ultralow	2540	memory_kb
0.001	1130	seq_l1130_e0.001_n1	wfa-high	47540.0	time_ns
0.001	1130	seq_l1130_e0.001_n1	wfa-high	2352	memory_kb
0.001	1140	seq_l1140_e0.001_n1	wfa-ultralow	73640.0	time_ns
0.001	1140	seq_l1140_e0.001_n1	wfa-ultralow	2452	memory_kb
0.001	1140	seq_l1140_e0.001_n1	wfa-high	79720.0	time_ns
0.001	1140	seq_l1140_e0.001_n1	wfa-high	2348	memory_kb
0.001	1150	seq_l1150_e0.001_n1	wfa-ultralow	85150.0	time_ns
0.001	1150	seq_l1150_e0.001_n1	wfa-ultralow	2692	memory_kb
0.001	1150	seq_l1150_e0.001_n1	wfa-high	48300.0	time_ns
0.001	1150	seq_l1150_e0.001_n1	wfa-high	2480	memory_kb
0.001	1160	seq_l1160_e0.001_n1	wfa-ultralow	75120.0	time_ns
0.001	1160	seq_l1160_e0.001_n1	wfa-ultralow	2676	memory_kb
0.001	1160	seq_l1160_e0.001_n1	wfa-high	47200.0	time_ns
0.001	1160	seq_l1160_e0.001_n1	wfa-high	2340	memory_kb
0.001	1170	seq_l1170_e0.001_n1	wfa-ultralow	78130.0	time_ns
0.001	1170	seq_l1170_e0.001_n1	wfa-ultralow	2508	memory_kb
0.001	1170	seq_l1170_e0.001_n1	wfa-high	45540.0	time_ns
0.001	1170	seq_l1170_e0.001_n1	wfa-high	2456	memory_kb
0.001	1180	seq_l1180_e0.001_n1	wfa-ultralow	69460.0	time_ns
0.001	1180	seq_l1180_e0.001_n1	wfa-ultralow	2476	memory_kb
