ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	bitpal-scored	3.322	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	bitpal-scored	3492	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	biwfa	1.316	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	biwfa	20736	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	edlib	0.259	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	edlib	4800	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	ksw2-extz2-sse	25.824	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	ksw2-extz2-sse	52031308	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfa-high	1.676	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfa-high	5521192	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfalm	5.254	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfalm	5509804	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfalm-lowmem	9.298	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfalm-lowmem	224696	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfalm-rec	25.483	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfalm-rec	35040	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfa-low	5.159	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfa-low	454624	memory_kb
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfa-med	4.172	time_s
ont_regions	00156463-5b12-40d9-9ccd-c49a35f4ffc5	wfa-med	628664	memory_kb
ont_regions	0025e1c1-703c-48c5-ad04-9d1e29d7a82a	bitpal-scored	4.375	time_s
ont_regions	0025e1c1-703c-48c5-ad04-9d1e29d7a82a	bitpal-scored	5572	memory_kb
