hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	biwfa	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	ksw2-extz2-sse	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	wfa-high	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	wfalm-lowmem	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	wfalm	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	wfalm-rec	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	wfa-low	-27108
hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	wfa-med	-27108
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	biwfa	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	ksw2-extz2-sse	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	wfa-high	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	wfalm-lowmem	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	wfalm	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	wfalm-rec	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	wfa-low	-47146
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	wfa-med	-47146
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	biwfa	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	ksw2-extz2-sse	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	wfa-high	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	wfalm-lowmem	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	wfalm	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	wfalm-rec	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	wfa-low	-52972
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	wfa-med	-52972
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	biwfa	-25886
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	ksw2-extz2-sse	-25886
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	wfa-high	-25886
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	wfalm-lowmem	-25886
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	wfalm	-25886
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	wfalm-rec	-25886
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	wfa-low	-25886
